inning,pitch_count,velocity_drop,earned_runs,pitch_type,pitcher_hand,batter_side,next_batter_side,batter_slugging,replace_decision
5,45,5.010924335810063,5,Changeup,R,S,L,0.34287452237441063,1
4,85,2.4399641464214863,6,Cutter,R,R,L,0.5255891244222282,0
2,41,4.9433460547039285,1,Slider,R,R,L,0.5679127683226419,1
4,36,2.205970084680291,0,Slider,L,L,S,0.5934658196571776,1
3,26,0.4077765505511195,6,Changeup,R,R,L,0.6611834488215415,0
1,126,7.297087215385467,6,Fastball,L,L,R,0.7535475182566487,1
8,87,7.0656416149876975,2,Curveball,R,L,L,0.3440862856619783,0
5,147,7.7663851941813755,0,Sinker,L,R,R,0.5716783351007046,0
4,56,5.732217409771238,7,Fastball,L,R,L,0.46587634582812615,0
8,57,5.4617694218824235,5,Cutter,L,L,S,0.25353684680678484,1
7,115,4.472024560598646,4,Sinker,L,L,S,0.47213498706299045,0
2,20,1.0075393308201814,4,Curveball,L,L,R,0.6744149419684209,1
1,61,1.5138824875941603,6,Fastball,R,S,L,0.2474728413664547,0
4,82,2.3157575093802896,6,Sinker,L,L,L,0.5637308754069512,1
8,100,7.121250900587155,0,Slider,R,L,R,0.44604285362900165,1
2,27,1.383756196824601,7,Fastball,L,L,S,0.592439456767501,0
3,46,7.382985395903125,2,Changeup,R,R,L,0.6928218219239783,1
1,71,4.182285864411337,0,Cutter,R,R,L,0.5249874337002298,0
1,110,5.724557083784577,2,Fastball,R,S,L,0.38237258000490737,0
3,105,0.8819558934445322,5,Sinker,L,L,S,0.25409040224466284,1
5,35,2.152268390207287,1,Fastball,R,L,L,0.37322049908592153,1
3,85,7.6681488654514105,1,Sinker,L,L,S,0.4187914664272804,1
1,24,2.129199575437851,2,Curveball,R,L,L,0.5847644113638439,1
1,101,2.372173763129169,6,Changeup,L,L,S,0.4330111589477097,0
8,137,1.5807790787286358,3,Curveball,R,L,R,0.4416211615529065,1
2,100,1.032589322454636,1,Cutter,L,R,S,0.37429487974001874,1
3,89,1.8660611316319837,7,Cutter,R,S,R,0.4177297800126716,1
2,134,5.138615135606387,4,Sinker,R,R,L,0.3596165881626441,1
3,26,3.642941868028508,0,Changeup,R,R,L,0.6404773651921871,0
7,69,4.430046690703189,5,Curveball,L,R,L,0.7897769244550188,0
1,130,0.9789186301281942,3,Changeup,R,S,R,0.640787766104723,1
8,66,6.416931577303201,6,Curveball,R,L,L,0.2441773593334079,1
2,131,6.272757604638784,7,Sinker,R,S,S,0.5796251435913284,1
3,62,0.1727192891414031,4,Sinker,R,R,S,0.6217364308555078,1
9,110,3.0681207560824397,7,Sinker,L,R,R,0.666946771134542,1
7,48,0.5501648157691825,0,Slider,L,R,S,0.6576117854907582,1
4,147,6.336846235319665,4,Changeup,L,R,R,0.5050330111403682,1
5,115,5.898157465005635,3,Cutter,R,L,R,0.35745356853862165,0
2,136,7.215904754345249,2,Curveball,L,R,L,0.27235478309955635,0
8,89,1.891231671624917,0,Slider,R,R,R,0.20502355835412608,1
4,149,3.650367065022391,7,Cutter,R,L,S,0.20091039325752233,1
9,89,1.475903017315182,4,Curveball,R,R,S,0.7617240602151256,0
5,129,2.969879475792956,5,Slider,L,L,L,0.5647724159789477,1
9,75,4.177946012535072,6,Cutter,R,S,R,0.5445176872181082,1
4,108,0.4266463187087117,5,Cutter,L,L,L,0.42599448984202276,0
5,119,5.718963285419082,4,Slider,R,R,L,0.679115868262514,1
9,148,4.346346882968602,6,Cutter,L,L,L,0.33210785277029176,1
8,76,6.631672137685387,3,Curveball,L,R,L,0.6428484686846138,0
3,70,2.174244009529578,3,Curveball,L,R,L,0.41767814996623814,0
1,131,7.226568842154036,6,Cutter,R,S,R,0.6246547344508111,1
3,123,7.989554024243547,5,Fastball,L,R,S,0.6238372439626869,1
4,146,7.3543875070213955,5,Sinker,L,R,R,0.38918343350745843,1
2,74,6.223139806665233,6,Slider,R,R,R,0.7605541332245864,0
1,20,6.498950422990246,3,Fastball,L,L,L,0.5045971665070601,1
7,109,4.589953940356692,2,Curveball,L,R,S,0.35464124775580114,1
8,72,1.521230903300884,1,Cutter,L,R,R,0.6042759348456653,0
7,92,5.4163254811817385,4,Changeup,R,R,R,0.6505187213289361,1
5,127,5.702024016479452,7,Changeup,L,S,S,0.7704105893763946,1
1,27,7.8830811221432455,2,Sinker,L,S,R,0.24396429399742015,1
7,61,4.330410530050575,4,Fastball,L,L,S,0.5239655267067014,1
7,44,2.170952120200451,5,Fastball,R,S,R,0.4942250778666474,0
9,57,5.469380173916054,7,Fastball,L,S,L,0.3861482233041919,1
3,104,7.835006557331637,2,Curveball,L,L,S,0.6606877777738923,0
9,43,1.417711266152752,5,Sinker,R,S,R,0.31656007016797827,0
1,79,2.6079833482848214,6,Sinker,L,R,R,0.3966544313445908,1
1,130,4.335047630181449,6,Curveball,L,R,S,0.6596911940531525,1
4,85,1.3617170790560387,7,Sinker,L,R,S,0.4863619523882756,0
9,72,0.17776511615950685,5,Cutter,R,S,S,0.2816571392271302,0
6,125,2.695864979530005,5,Curveball,L,L,S,0.7365583016678188,1
3,115,6.922966412008464,0,Cutter,R,S,S,0.6384846760850724,0
1,58,0.3477471945897186,1,Cutter,L,L,S,0.5376452723447983,1
4,61,3.4314324721353398,5,Fastball,L,R,L,0.565595346488529,1
9,130,6.09760618340866,7,Changeup,R,L,L,0.5755918092703255,1
3,123,7.625460775287082,4,Fastball,L,R,S,0.49957650617645405,1
9,96,7.883803192035458,3,Curveball,L,S,R,0.6468446255396569,1
7,27,3.3757550448699334,1,Slider,R,S,L,0.6291948467382462,0
4,45,7.60307435503294,4,Curveball,R,L,L,0.20167405966712781,1
3,62,0.28335178624690993,7,Changeup,R,S,R,0.266330490862427,0
5,129,5.96733550398845,0,Curveball,L,L,L,0.21518664718781932,0
5,119,5.141968277068903,5,Changeup,R,S,L,0.30134312908794375,1
3,82,1.9961748606892185,4,Slider,L,S,S,0.24336890887666882,1
9,68,4.058548005437191,4,Slider,R,S,L,0.31627577771530413,1
4,134,1.036429902083965,4,Sinker,R,L,L,0.5231071541624447,1
5,84,6.972777207612488,1,Cutter,R,L,L,0.6018180773585524,1
4,90,2.8631846843651836,5,Curveball,L,L,S,0.75115029245524,0
5,26,5.008355763725732,4,Cutter,L,S,R,0.6435770804407073,0
7,99,1.270210290298098,3,Fastball,L,R,R,0.21889850265530802,0
9,86,1.6493187570496568,7,Fastball,R,L,R,0.4812257111688904,1
7,120,7.935650966425216,5,Fastball,L,R,R,0.6053819148366713,1
5,114,6.024691155530634,2,Sinker,L,L,L,0.3890773163818013,1
7,106,7.695774958192566,3,Fastball,R,L,S,0.42133764305971066,1
5,110,2.366809321696353,0,Fastball,L,R,S,0.6816811146097852,0
3,122,1.316503012958563,6,Curveball,R,R,L,0.22822094848515484,1
7,145,4.0245477078306475,1,Cutter,R,S,R,0.5237997764110387,1
2,132,3.957346257818747,7,Cutter,L,R,S,0.682695725613542,1
9,23,1.399572110063903,2,Changeup,R,L,L,0.678448276441868,0
1,107,5.865756556651282,1,Fastball,L,R,L,0.27234558500612016,1
6,22,2.8942202755098725,1,Slider,R,R,L,0.70691896401804,0
7,110,1.4909218474441381,4,Changeup,L,R,L,0.24636532444140175,0
8,22,2.655867156346307,3,Changeup,L,R,S,0.7544388894015281,0
9,100,4.509269597080121,2,Curveball,L,S,L,0.32977943859421766,1
2,113,5.811767457443546,4,Changeup,R,L,S,0.26914238670190666,1
2,145,3.8551270884598763,7,Slider,L,L,L,0.2443727634479173,0
5,132,4.204759918626988,2,Cutter,R,L,L,0.40604446420223395,1
5,119,1.1115674875419872,5,Changeup,L,S,S,0.40914407645742623,1
6,72,7.317527397665857,5,Curveball,L,R,L,0.5156897841084253,1
3,106,7.429793583936355,3,Fastball,R,L,R,0.6397680054694213,1
8,108,5.4674127233440295,4,Slider,L,L,S,0.5058509507243474,0
1,73,0.14105127147219765,2,Fastball,L,R,S,0.7873683079934755,1
6,39,4.296593727226608,6,Sinker,R,L,L,0.32619329257160024,0
4,132,5.033751776708908,5,Changeup,L,R,S,0.3263341702586219,0
1,68,7.95723378366488,7,Cutter,L,S,S,0.622961395583838,1
7,48,7.968535641558375,4,Curveball,R,L,R,0.3885063568211589,1
9,67,6.860889882604459,1,Slider,L,L,S,0.3029614832694041,0
4,32,0.5106479362089082,5,Cutter,L,R,R,0.6754673828657167,0
4,22,7.6262111262298395,0,Slider,R,S,S,0.33573255102456756,1
6,21,4.901289977215993,2,Curveball,R,L,R,0.6493500331903821,0
3,35,6.4070941638334356,6,Curveball,L,R,S,0.3240144375742405,0
6,113,3.2575427974868285,7,Changeup,R,S,S,0.7636495055053474,1
7,121,2.557355769876718,5,Slider,L,R,R,0.3770607367149908,0
3,64,3.705953163870464,3,Sinker,R,L,R,0.6498346900490579,0
7,90,1.1749961037506154,2,Sinker,L,L,R,0.7048636274816089,0
3,75,2.8565291100264485,0,Changeup,R,L,S,0.2735825366772283,0
2,146,6.860939998146229,2,Slider,L,R,L,0.24081905661895217,1
4,51,0.3036038900870519,2,Slider,L,S,L,0.5590104669053511,0
8,68,1.2070243745968359,5,Fastball,L,L,S,0.5720567153369163,1
9,32,1.0009292771958842,2,Changeup,R,L,S,0.5736529714109743,0
7,44,3.2246043416018244,3,Slider,R,R,R,0.47370316394033923,0
1,79,7.975895207126894,0,Slider,L,L,R,0.760825019561248,1
3,78,1.3868634416910615,5,Curveball,R,R,R,0.6152609601765979,0
9,77,1.1638611967940813,0,Fastball,R,L,L,0.24453000363414476,0
1,39,7.320445838209236,3,Sinker,R,S,S,0.6710046475936947,1
9,76,7.056404135727726,7,Sinker,R,L,S,0.3652952806530769,1
8,73,0.25792295997243553,2,Curveball,R,R,L,0.6338199636941889,0
1,131,6.01364768143452,7,Changeup,R,L,R,0.23552581147400486,0
6,105,5.243725611811437,2,Sinker,L,R,R,0.660015221098418,0
5,56,6.141926478821672,5,Changeup,L,R,R,0.525659814915036,1
6,103,3.956019638367377,0,Slider,R,R,R,0.6324509097248563,1
5,67,7.931033747586365,2,Cutter,R,S,L,0.49655261200150064,0
6,137,0.35077614968770554,6,Curveball,R,S,R,0.6806684813095987,1
5,67,1.8749726912304459,1,Changeup,L,L,R,0.7682159944110962,1
5,131,3.1723678957889208,7,Slider,L,R,L,0.6454917242733147,1
4,129,3.5982235325256253,2,Slider,R,S,R,0.6465002282574435,1
3,25,7.370939221596149,7,Curveball,L,R,L,0.3300184788562176,1
3,97,4.480034912618071,6,Sinker,L,L,R,0.4126806622242325,1
4,42,0.36088796416315105,7,Slider,L,R,S,0.2750252541626714,0
9,145,3.262903707405295,2,Fastball,L,S,R,0.5194575018210292,1
2,103,3.3319232989525593,4,Sinker,L,S,S,0.46793474583254036,0
9,32,7.723927507502278,0,Cutter,L,R,L,0.37682045924993124,0
1,66,4.7935767281688655,0,Curveball,R,R,R,0.24151408318928166,1
1,63,5.0852085692715105,6,Curveball,L,R,R,0.7588360598545445,0
5,124,5.7060242500101666,7,Curveball,R,R,R,0.56324705103478,0
6,33,6.160314525456986,1,Slider,R,R,S,0.3949970529430069,1
6,140,5.0804085616199135,1,Slider,L,R,R,0.4086330862961163,0
3,55,1.897554809071484,1,Curveball,L,L,L,0.4372480942353842,0
7,27,6.9923673147293135,0,Curveball,R,L,R,0.6869785263560313,1
9,35,5.8569584032850415,4,Fastball,L,S,L,0.32626313598530465,0
8,110,5.934963880775647,4,Changeup,R,R,S,0.7138814340505151,1
6,139,7.9724539138779935,3,Sinker,R,L,L,0.3868328140275603,1
8,79,6.4202122789065275,0,Sinker,L,R,S,0.7226361853983343,0
5,29,6.633211225241226,3,Fastball,L,S,S,0.7375321562037598,1
8,50,7.611244125681267,7,Curveball,L,L,S,0.6179989282054905,1
4,40,1.209071998791151,7,Slider,R,R,L,0.7368378564011169,1
8,100,3.981819011824543,2,Slider,R,R,L,0.6482619401173946,1
2,52,4.644536188726301,1,Curveball,L,R,L,0.28672386559232244,0
5,50,2.634205833779661,3,Changeup,L,R,R,0.7736999353949034,0
9,55,6.715226751156044,5,Cutter,L,R,L,0.31406402835078784,0
4,87,6.099356973165787,7,Cutter,L,R,S,0.49677718754460726,1
6,109,5.767064596064992,3,Fastball,R,S,L,0.4300823692890739,1
1,28,7.977195518065335,0,Sinker,L,R,S,0.40888745426896433,1
9,49,2.075050987267124,1,Changeup,R,R,L,0.6701708322121214,1
1,134,5.8836580134033705,7,Cutter,L,L,L,0.3745750708439797,1
5,64,4.411235799247205,1,Changeup,R,R,S,0.5226064345449455,0
4,23,2.5039134599510087,4,Slider,R,R,L,0.4019694550746875,1
3,88,1.2846949657850066,3,Slider,R,L,R,0.7360855391085177,0
6,42,7.167070696540377,4,Changeup,L,L,R,0.2930710056445482,0
2,35,4.7636438616627625,3,Curveball,L,R,S,0.3052956176338891,0
3,41,6.599470701126357,0,Cutter,L,S,S,0.26673485970971306,0
5,91,4.362759872012359,0,Cutter,R,L,S,0.654679191926369,0
9,67,1.7598166452321564,2,Slider,L,L,R,0.2968955268768493,1
2,126,2.700390504802602,3,Sinker,L,R,S,0.5198629310314422,1
8,26,3.052310739788372,7,Fastball,L,L,S,0.6600683698699861,1
2,70,7.783478500029618,3,Cutter,R,R,R,0.26931379924334153,1
5,84,0.045066227051060004,1,Slider,L,S,S,0.7582835383574709,1
7,28,7.885328184196056,6,Slider,R,S,L,0.3704194459834328,1
8,101,7.843693080878645,1,Changeup,R,R,L,0.675383335977041,1
1,64,7.969206324241092,7,Changeup,L,S,L,0.6761361266893771,0
6,141,3.8127054313570774,6,Sinker,L,R,L,0.4090063482322982,1
1,29,7.710471756967997,4,Changeup,R,L,R,0.5303482668822677,1
2,92,3.1647934547986187,2,Fastball,L,L,L,0.5785023728720742,1
1,67,0.21035552534709367,0,Cutter,R,R,L,0.4493317114296945,1
5,106,1.7947774909741163,3,Fastball,R,R,R,0.41472929626003446,1
9,130,7.562369959499077,7,Fastball,R,L,R,0.7112790048123192,1
6,35,0.11011754668319984,4,Changeup,L,R,R,0.32115792851762426,0
1,72,4.3679530833838,2,Sinker,R,L,L,0.6769606530166428,1
1,59,0.6048127111574324,1,Slider,R,R,S,0.32223523057983317,0
2,119,2.291172627420628,2,Curveball,L,L,S,0.620071254176176,0
9,39,0.7047428056950933,4,Slider,R,S,L,0.3725793430749872,0
3,88,6.876228968904451,0,Slider,R,S,S,0.7564266940113453,0
1,64,4.728565677181646,1,Slider,L,L,S,0.5632277841560385,0
5,25,7.216851725746503,5,Slider,R,L,R,0.520110340015615,1
7,58,5.506825596321827,1,Fastball,L,L,L,0.3771170494228159,0
6,121,7.768233049960798,0,Changeup,L,L,L,0.5051987887548162,0
1,149,4.079021238083253,7,Changeup,R,L,S,0.23951998882855882,1
5,126,5.109684654102996,6,Slider,L,S,L,0.28600819479297634,1
5,58,4.610470559112453,1,Curveball,R,L,R,0.3770207268954606,1
6,137,3.874083435572902,4,Cutter,L,R,S,0.7695556624032971,1
3,101,6.767674923384101,6,Slider,R,S,R,0.4807253027723942,0
5,73,5.1562010853628815,1,Slider,L,L,S,0.4402521339520985,1
7,129,6.410498118843782,3,Curveball,R,R,L,0.6635342631991942,1
5,31,6.290911492819306,2,Fastball,R,S,R,0.6162139584927331,1
5,129,1.5283612852423625,6,Slider,L,R,R,0.5983719919889636,1
5,57,5.2013082601411496,4,Curveball,R,L,R,0.563417315142475,1
3,26,1.597184153450673,0,Fastball,R,R,S,0.27797928229122054,1
1,97,4.666563825950167,4,Fastball,L,R,S,0.4343457002175966,0
5,84,5.419477475570404,3,Sinker,L,S,R,0.7407055751878517,0
9,121,7.977880572700695,6,Sinker,L,R,R,0.775801945302355,0
1,120,0.24433582519790686,1,Sinker,R,R,S,0.4596074999835918,0
3,63,0.7299391529097674,7,Slider,R,S,L,0.2006330555470753,0
4,50,0.616213570969852,1,Fastball,R,L,L,0.49959469577040666,1
1,96,3.1868902901339204,5,Slider,L,R,R,0.336306036361382,0
1,67,6.57270689188651,4,Slider,R,L,L,0.31284168817303926,0
8,101,6.752450662297085,1,Changeup,R,S,S,0.37027540671919557,0
2,146,5.8958367657692135,1,Cutter,R,L,L,0.2735768160542053,0
8,103,7.1750259346395815,3,Cutter,L,R,S,0.22751813309120922,0
7,29,2.58287955335562,0,Changeup,L,R,R,0.46682044361490826,0
2,48,0.705237154018393,5,Slider,R,L,L,0.35753067880279554,1
6,67,0.4652242239188009,5,Curveball,L,L,L,0.3537164941381704,1
6,135,6.81706175695509,5,Fastball,L,R,S,0.3329333626869998,1
3,32,5.84349035482953,6,Changeup,R,S,S,0.49798474895894856,0
2,66,5.588922448088967,2,Sinker,L,R,R,0.6399357849819318,0
1,122,2.7174107083653505,4,Changeup,L,R,R,0.5941440617573028,1
6,110,3.0392415089458096,7,Changeup,L,L,S,0.7855616274807018,1
5,72,7.664908231194554,0,Changeup,R,R,S,0.7484013357231103,1
9,111,0.5104379527834801,2,Cutter,L,L,R,0.4504033963986793,0
1,96,6.189853895502341,0,Slider,L,S,S,0.6877880135147804,1
7,63,2.477066589667145,7,Changeup,R,R,L,0.31068274331058543,1
5,21,0.3124369473004487,4,Changeup,R,S,R,0.32738496653643034,1
5,120,5.940560885939648,5,Changeup,R,S,L,0.620554060567433,1
2,76,2.6472950854269968,3,Curveball,R,R,S,0.33002515705742574,1
3,76,5.777180149942373,3,Curveball,R,L,R,0.47071475932855905,1
7,53,5.661235064944961,3,Fastball,L,L,R,0.3932273849994765,0
6,77,4.278295003464921,0,Slider,R,R,R,0.3395829274597796,1
2,54,6.21898503368439,4,Changeup,L,L,S,0.2926696197111288,1
6,94,4.648306593369948,1,Fastball,R,L,R,0.5671094801995268,0
2,52,2.2930948227860855,7,Sinker,L,S,R,0.23371336894857386,0
2,134,5.872922408515352,1,Fastball,R,L,R,0.6215313721951381,1
2,94,4.713118527021789,3,Sinker,L,L,R,0.73683662523088,0
3,92,0.10181825351936435,6,Sinker,R,R,S,0.4060830848639823,1
2,97,7.213153422162475,0,Slider,L,S,R,0.4479310198007768,1
4,28,4.365148946594507,1,Curveball,L,L,R,0.5543496091081919,0
9,67,6.949018123836254,0,Slider,R,R,S,0.5997434043359713,1
6,86,7.061894711857957,4,Fastball,L,L,R,0.5268862679645245,1
1,138,3.559733253880708,6,Sinker,L,S,L,0.6142096310951717,1
8,138,4.0612799716098475,6,Slider,R,S,R,0.6851354418919271,1
7,105,3.3260351014048153,3,Curveball,L,S,R,0.7940269315504569,0
3,125,3.595494202464364,2,Fastball,L,S,L,0.4356434998748358,0
1,95,7.1611772717738225,3,Slider,R,S,S,0.5508086664530913,0
5,59,6.305152111743288,2,Changeup,L,S,R,0.42571192995926577,0
4,38,1.0122054105246239,6,Changeup,R,R,L,0.3427572601944263,0
8,66,4.882462252320767,1,Slider,L,S,S,0.7985472792745487,0
1,84,7.967253123090738,6,Slider,L,L,S,0.20832993291917,0
1,49,4.764405609859886,5,Sinker,L,L,L,0.23881951440705715,0
4,145,6.286973004744844,2,Sinker,L,L,S,0.5498263605468704,1
8,85,6.152491787049367,5,Curveball,R,L,S,0.6259074884089035,0
5,24,2.8025402069786285,0,Fastball,R,S,L,0.6373019769679857,1
2,112,2.974794421631671,7,Slider,L,S,S,0.6219879522692695,1
6,116,5.792611374323226,6,Fastball,L,R,L,0.673160329597307,0
5,113,3.999868252838681,5,Changeup,R,S,S,0.6467933754869479,1
2,125,4.564565673043104,2,Fastball,R,L,L,0.5275862786261543,1
3,104,5.703246322918701,1,Cutter,R,R,S,0.4820682653371318,0
9,77,6.220600216312402,1,Curveball,L,R,L,0.6321628827630403,1
7,98,2.172132621864571,6,Curveball,L,R,R,0.6393972849679131,0
7,27,1.1743500754957035,3,Fastball,L,R,S,0.3995299787468647,1
6,31,2.334357173789802,1,Curveball,R,S,L,0.2017729174853783,0
8,113,4.060306600736604,0,Fastball,L,R,S,0.3885846675504636,1
4,110,2.737130538376313,2,Fastball,R,S,S,0.5208429241508761,0
8,52,4.54690207078075,4,Changeup,R,R,R,0.5156661333234585,0
4,119,0.42772579300502755,1,Fastball,L,S,S,0.4279199760491719,0
8,34,4.078003292910138,5,Curveball,R,S,S,0.7593994320690345,0
9,133,2.9438792555016633,2,Cutter,L,L,R,0.4858127977347958,1
3,148,4.277334039143059,3,Slider,R,S,L,0.2834297563777322,1
3,30,3.3802668390798143,4,Curveball,L,R,L,0.3161333289708526,1
2,74,2.2738068051003397,3,Cutter,L,R,L,0.2567511748729299,0
3,21,7.232863243661086,0,Curveball,R,S,L,0.3609674053102583,0
3,84,1.4781199073708553,3,Cutter,R,S,L,0.38283596223742605,0
5,35,5.450924604644477,2,Curveball,L,S,L,0.4004980721052168,0
5,125,7.397157700659313,4,Slider,L,S,R,0.7017044038678906,1
2,49,4.309359677483465,6,Changeup,R,L,L,0.6592872517536212,0
6,29,7.0112679086358565,3,Changeup,L,L,R,0.497666323806189,1
5,81,0.998811827466275,3,Slider,L,L,S,0.4666089384661453,1
6,104,3.950310162051265,7,Curveball,R,L,R,0.4268581632027535,0
1,86,3.656202243847515,6,Cutter,R,L,R,0.20813886292284023,0
5,60,0.06495045629595886,5,Fastball,R,S,R,0.7518361726208891,0
9,37,3.546058730874676,5,Curveball,L,L,R,0.37489663769362097,1
2,77,2.9522380510607826,0,Slider,L,L,L,0.7051382484452309,0
1,79,5.358389822196923,6,Sinker,R,S,S,0.644500552187897,1
9,107,7.5066382286121485,6,Changeup,R,S,S,0.26864632459169746,1
9,46,0.6863287060962922,2,Changeup,R,R,S,0.38793878692451755,1
9,87,2.6198110937169847,3,Curveball,L,R,R,0.4907922732234022,1
6,41,3.552517899154015,2,Cutter,L,R,R,0.35729608971078713,0
8,59,3.6414830242750664,1,Slider,L,L,L,0.44126589248961395,0
1,128,6.19847776673803,0,Slider,R,S,L,0.3694579247098637,0
4,93,3.5471653266675265,5,Cutter,R,R,S,0.5814314814261834,0
1,85,0.2172904116292269,6,Cutter,L,R,R,0.4163965140584332,0
8,25,5.68083275674265,0,Curveball,R,L,R,0.40777803835809645,0
1,131,7.078637561165373,0,Curveball,R,R,R,0.362943179790262,0
3,37,4.111237700397383,2,Sinker,R,S,S,0.6809154271434967,0
4,100,4.648868173588043,6,Changeup,L,S,S,0.5875607002611309,1
8,121,1.3034915117523687,5,Changeup,R,R,R,0.6325788882481869,1
6,129,1.7651675574316563,5,Cutter,R,S,R,0.43631961430669575,1
7,49,1.8813619129968941,7,Fastball,R,R,S,0.7036837849691455,1
8,141,3.4459357990503623,3,Fastball,R,R,S,0.4498246919404586,1
2,81,7.425161767165137,3,Fastball,L,S,L,0.30589828810862674,1
8,139,4.174278133719088,2,Slider,L,S,L,0.5063976716412242,1
3,126,1.5367811616108211,2,Curveball,L,L,L,0.4669456458252016,0
7,95,2.128701886951597,7,Cutter,L,L,R,0.2550438205005203,1
3,28,3.072120237817474,7,Changeup,R,R,R,0.5976039595460723,1
7,58,4.986071805542395,1,Fastball,L,S,R,0.6871974579878176,0
2,43,3.520265224032043,7,Changeup,R,R,S,0.41369502909565214,1
6,144,3.1395587534153995,7,Curveball,R,L,L,0.6555280026804932,1
3,137,4.517828803191958,4,Sinker,R,R,S,0.5515114939614555,1
3,53,1.9346799596357238,7,Sinker,R,S,S,0.36379914914036526,1
9,80,0.6312261806766575,4,Cutter,L,S,S,0.40638609967375583,1
7,98,0.19531451857777693,7,Fastball,L,L,R,0.7676752418773984,1
5,69,2.0100733077370165,0,Fastball,R,R,R,0.3294738479137329,1
7,70,0.7327362731557496,3,Sinker,L,R,S,0.29115133137718496,0
9,71,2.6907251081661343,5,Cutter,L,S,L,0.2454027971925769,1
1,141,6.183468322878045,6,Changeup,R,L,R,0.7253514576533027,1
7,27,5.730354643894707,0,Curveball,L,S,R,0.6032724055994794,0
6,132,4.8874209823042305,6,Sinker,R,S,S,0.26999908147098317,1
9,64,6.82000195103583,5,Sinker,R,L,R,0.6593940887395273,1
1,107,2.2565409963542136,3,Curveball,R,S,L,0.5776478437476844,1
4,47,7.080430024239726,3,Curveball,L,R,S,0.7917286354766706,1
9,138,3.1939133573534333,1,Sinker,R,R,R,0.5068501966375775,1
4,126,3.2071465461330124,2,Changeup,R,R,S,0.5098516835541791,0
3,46,3.242812909004172,6,Changeup,R,S,S,0.3495605242498152,1
9,100,0.7847549299278516,2,Fastball,L,L,L,0.3145542891770446,1
2,120,7.803923986648446,2,Changeup,R,L,L,0.6401198998273581,1
4,81,1.1080542226012735,4,Slider,R,L,R,0.4235968975040078,0
6,81,2.727085795753476,2,Cutter,R,L,S,0.6346261636204924,0
2,45,2.554402562614057,4,Changeup,R,L,R,0.6646648449941468,0
8,140,0.5974354625336771,5,Curveball,L,S,R,0.7419743896372268,1
8,43,1.2180810408950133,7,Changeup,R,L,R,0.45646296334167724,0
1,58,0.35886668948308653,0,Fastball,L,R,L,0.25750474097180875,1
3,143,2.3392359484841077,6,Cutter,R,S,S,0.2130331303625856,1
9,40,6.933255392231252,7,Cutter,L,R,S,0.37512864335980967,1
5,113,2.715537645899076,4,Curveball,R,L,L,0.7594861933407087,0
6,134,0.9895346565390337,3,Cutter,L,L,L,0.6486797663316224,1
4,140,5.165550947071344,1,Slider,L,R,R,0.5354893470008188,1
2,32,7.972807296439284,6,Cutter,R,R,R,0.3437696261165921,0
